Ano;Desmatamento (km²);Área protegida;LIRA;Categoria;Categoria 2
2017;0,01;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2016;0,92;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2015;0,52;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2014;0,29;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2013;4,53;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2012;3,81;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2011;0,25;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2010;0,14;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2009;0,31;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2008;2,24;"FLOTA De Rendimento Sustentado Do Rio Madeira ""B""";Não;UC;FLOTA
2019;0,11;FLOTA De Rendimento Sustentado Gaviãƒo;Não;UC;FLOTA
2018;0,09;FLOTA De Rendimento Sustentado Gaviãƒo;Não;UC;FLOTA
2017;0,43;FLOTA De Rendimento Sustentado Gaviãƒo;Não;UC;FLOTA
2015;0,21;FLOTA De Rendimento Sustentado Gaviãƒo;Não;UC;FLOTA
2014;0,14;FLOTA De Rendimento Sustentado Gaviãƒo;Não;UC;FLOTA
2013;0,22;FLOTA De Rendimento Sustentado Gaviãƒo;Não;UC;FLOTA
2012;0,51;FLOTA De Rendimento Sustentado Gaviãƒo;Não;UC;FLOTA
2009;0,11;FLOTA De Rendimento Sustentado Gaviãƒo;Não;UC;FLOTA
2020;4,76;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2019;3,12;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2018;3,68;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2017;5,67;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2016;4,9;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2015;3,81;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2014;7,61;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2013;7,64;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2012;2,46;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2011;3,64;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2010;6,17;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2009;3,15;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2008;3;FLOTA De Rendimento Sustentado Mutum;Não;UC;FLOTA
2020;0,08;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2019;0,15;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2018;0;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2017;0,12;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2016;0,07;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2013;0,36;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2011;0,33;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2010;0,26;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2009;0,93;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2008;0,44;FLOTA De Rendimento Sustentado Periquito;Não;UC;FLOTA
2019;0,11;FLOTA De Rendimento Sustentado Rio Vermelho (C);Não;UC;FLOTA
2018;2,66;FLOTA De Rendimento Sustentado Rio Vermelho (C);Não;UC;FLOTA
2012;0;FLOTA De Rendimento Sustentado Rio Vermelho (C);Não;UC;FLOTA
2011;0,08;FLOTA De Rendimento Sustentado Rio Vermelho (C);Não;UC;FLOTA
2010;0,2;FLOTA De Rendimento Sustentado Rio Vermelho (C);Não;UC;FLOTA
2010;0;FLOTA De Rendimento Sustentado Rio Vermelho (C);Não;UC;FLOTA
2008;0,59;FLOTA De Rendimento Sustentado Rio Vermelho (C);Não;UC;FLOTA
2020;0,19;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2019;0,1;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2018;0,13;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2017;0,18;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2016;0,47;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2015;0,11;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2014;0,13;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2013;0,73;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2011;0,11;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2010;0,06;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2009;0,21;FLOTA De Rendimento Sustentado Tucano;Não;UC;FLOTA
2020;0,61;FLOTA De Tapauá;Sim;UC;FLOTA
2019;0,62;FLOTA De Tapauá;Sim;UC;FLOTA
2018;0,28;FLOTA De Tapauá;Sim;UC;FLOTA
2017;0,07;FLOTA De Tapauá;Sim;UC;FLOTA
2016;0,07;FLOTA De Tapauá;Sim;UC;FLOTA
2014;0,23;FLOTA De Tapauá;Sim;UC;FLOTA
2013;0,2;FLOTA De Tapauá;Sim;UC;FLOTA
2011;0,59;FLOTA De Tapauá;Sim;UC;FLOTA
2010;0,75;FLOTA De Tapauá;Sim;UC;FLOTA
2009;0,08;FLOTA De Tapauá;Sim;UC;FLOTA
2008;0,27;FLOTA De Tapauá;Sim;UC;FLOTA
2019;5,66;FLOTA Do Amapá;Não;UC;FLOTA
2018;2,54;FLOTA Do Amapá;Não;UC;FLOTA
2017;3,01;FLOTA Do Amapá;Não;UC;FLOTA
2016;1,04;FLOTA Do Amapá;Não;UC;FLOTA
2015;3,28;FLOTA Do Amapá;Não;UC;FLOTA
2014;3,45;FLOTA Do Amapá;Não;UC;FLOTA
2013;4,57;FLOTA Do Amapá;Não;UC;FLOTA
2012;1,78;FLOTA Do Amapá;Não;UC;FLOTA
2011;2,23;FLOTA Do Amapá;Não;UC;FLOTA
2010;9,56;FLOTA Do Amapá;Não;UC;FLOTA
2009;9,54;FLOTA Do Amapá;Não;UC;FLOTA
2008;14,12;FLOTA Do Amapá;Não;UC;FLOTA
2020;5,07;FLOTA Do Paru;Sim;UC;FLOTA
2019;14,04;FLOTA Do Paru;Sim;UC;FLOTA
2018;4,59;FLOTA Do Paru;Sim;UC;FLOTA
2017;8,37;FLOTA Do Paru;Sim;UC;FLOTA
2016;7,71;FLOTA Do Paru;Sim;UC;FLOTA
2015;3,94;FLOTA Do Paru;Sim;UC;FLOTA
2014;6,25;FLOTA Do Paru;Sim;UC;FLOTA
2013;0,85;FLOTA Do Paru;Sim;UC;FLOTA
2012;2,86;FLOTA Do Paru;Sim;UC;FLOTA
2011;0,91;FLOTA Do Paru;Sim;UC;FLOTA
2010;1,62;FLOTA Do Paru;Sim;UC;FLOTA
2009;1,31;FLOTA Do Paru;Sim;UC;FLOTA
2008;2,23;FLOTA Do Paru;Sim;UC;FLOTA
2019;0,59;FLOTA Do Trombetas;Sim;UC;FLOTA
2018;0,16;FLOTA Do Trombetas;Sim;UC;FLOTA
2017;0,11;FLOTA Do Trombetas;Sim;UC;FLOTA
2016;0,29;FLOTA Do Trombetas;Sim;UC;FLOTA
2015;0,09;FLOTA Do Trombetas;Sim;UC;FLOTA
2014;0,07;FLOTA Do Trombetas;Sim;UC;FLOTA
2013;0,08;FLOTA Do Trombetas;Sim;UC;FLOTA
2012;0,18;FLOTA Do Trombetas;Sim;UC;FLOTA
2011;0,19;FLOTA Do Trombetas;Sim;UC;FLOTA
2010;0,81;FLOTA Do Trombetas;Sim;UC;FLOTA
2008;0,46;FLOTA Do Trombetas;Sim;UC;FLOTA
2020;0,62;FLOTA Maãšes;Não;UC;FLOTA
2019;0,2;FLOTA Maãšes;Não;UC;FLOTA
2018;0,2;FLOTA Maãšes;Não;UC;FLOTA
2017;0,8;FLOTA Maãšes;Não;UC;FLOTA
2016;0,47;FLOTA Maãšes;Não;UC;FLOTA
2015;0,09;FLOTA Maãšes;Não;UC;FLOTA
2014;0,43;FLOTA Maãšes;Não;UC;FLOTA
2013;0,36;FLOTA Maãšes;Não;UC;FLOTA
2012;0,13;FLOTA Maãšes;Não;UC;FLOTA
2011;1,19;FLOTA Maãšes;Não;UC;FLOTA
2010;0,96;FLOTA Maãšes;Não;UC;FLOTA
2009;0,49;FLOTA Maãšes;Não;UC;FLOTA
2008;0,58;FLOTA Maãšes;Não;UC;FLOTA
2020;58,53;FLONA Altamira;Sim;UC;FLONA
2019;20,92;FLONA Altamira;Sim;UC;FLONA
2018;9,55;FLONA Altamira;Sim;UC;FLONA
2017;1,14;FLONA Altamira;Sim;UC;FLONA
2016;6,84;FLONA Altamira;Sim;UC;FLONA
2015;0,37;FLONA Altamira;Sim;UC;FLONA
2014;26,31;FLONA Altamira;Sim;UC;FLONA
2013;24,71;FLONA Altamira;Sim;UC;FLONA
2012;51,01;FLONA Altamira;Sim;UC;FLONA
2011;13,1;FLONA Altamira;Sim;UC;FLONA
2010;2,64;FLONA Altamira;Sim;UC;FLONA
2009;15,01;FLONA Altamira;Sim;UC;FLONA
2008;8,86;FLONA Altamira;Sim;UC;FLONA
2010;0,21;FLONA De Amapã;Não;UC;FLONA
2008;0,07;FLONA De Amapã;Não;UC;FLONA
2019;0,18;FLONA De Anauã;Não;UC;FLONA
2020;0,48;FLONA De Balata-Tufari;Sim;UC;FLONA
2019;0,3;FLONA De Balata-Tufari;Sim;UC;FLONA
2018;0,19;FLONA De Balata-Tufari;Sim;UC;FLONA
2017;0,24;FLONA De Balata-Tufari;Sim;UC;FLONA
2016;0,35;FLONA De Balata-Tufari;Sim;UC;FLONA
2015;0,07;FLONA De Balata-Tufari;Sim;UC;FLONA
2014;0,81;FLONA De Balata-Tufari;Sim;UC;FLONA
2013;0,16;FLONA De Balata-Tufari;Sim;UC;FLONA
2012;0,21;FLONA De Balata-Tufari;Sim;UC;FLONA
2011;0,53;FLONA De Balata-Tufari;Sim;UC;FLONA
2010;0,44;FLONA De Balata-Tufari;Sim;UC;FLONA
2009;1,25;FLONA De Balata-Tufari;Sim;UC;FLONA
2008;0,32;FLONA De Balata-Tufari;Sim;UC;FLONA
2020;11,33;FLONA De Bom Futuro;Não;UC;FLONA
2019;8,89;FLONA De Bom Futuro;Não;UC;FLONA
2018;1,74;FLONA De Bom Futuro;Não;UC;FLONA
2017;5,92;FLONA De Bom Futuro;Não;UC;FLONA
2016;1,29;FLONA De Bom Futuro;Não;UC;FLONA
2015;0,89;FLONA De Bom Futuro;Não;UC;FLONA
2014;1,52;FLONA De Bom Futuro;Não;UC;FLONA
2013;4,56;FLONA De Bom Futuro;Não;UC;FLONA
2012;1,23;FLONA De Bom Futuro;Não;UC;FLONA
2011;2,15;FLONA De Bom Futuro;Não;UC;FLONA
2010;1,64;FLONA De Bom Futuro;Não;UC;FLONA
2009;2,52;FLONA De Bom Futuro;Não;UC;FLONA
2008;7,18;FLONA De Bom Futuro;Não;UC;FLONA
2020;1,19;FLONA De CarajãS;Não;UC;FLONA
2019;1,45;FLONA De CarajãS;Não;UC;FLONA
2018;0,63;FLONA De CarajãS;Não;UC;FLONA
2017;0,38;FLONA De CarajãS;Não;UC;FLONA
2016;0,74;FLONA De CarajãS;Não;UC;FLONA
2015;1,37;FLONA De CarajãS;Não;UC;FLONA
2014;1,08;FLONA De CarajãS;Não;UC;FLONA
2013;0,2;FLONA De CarajãS;Não;UC;FLONA
2012;1,44;FLONA De CarajãS;Não;UC;FLONA
2011;0,31;FLONA De CarajãS;Não;UC;FLONA
2010;0,62;FLONA De CarajãS;Não;UC;FLONA
2009;1,9;FLONA De CarajãS;Não;UC;FLONA
2008;2,52;FLONA De CarajãS;Não;UC;FLONA
2020;1,03;FLONA De Caxiuanãƒ;Não;UC;FLONA
2019;1,3;FLONA De Caxiuanãƒ;Não;UC;FLONA
2018;0,77;FLONA De Caxiuanãƒ;Não;UC;FLONA
2017;0,37;FLONA De Caxiuanãƒ;Não;UC;FLONA
2016;0,18;FLONA De Caxiuanãƒ;Não;UC;FLONA
2014;0,24;FLONA De Caxiuanãƒ;Não;UC;FLONA
2013;0,07;FLONA De Caxiuanãƒ;Não;UC;FLONA
2012;0,4;FLONA De Caxiuanãƒ;Não;UC;FLONA
2011;0,39;FLONA De Caxiuanãƒ;Não;UC;FLONA
2010;0,18;FLONA De Caxiuanãƒ;Não;UC;FLONA
2008;0,24;FLONA De Caxiuanãƒ;Não;UC;FLONA
2019;0,32;FLONA De Humaitã;Sim;UC;FLONA
2011;0,13;FLONA De Humaitã;Sim;UC;FLONA
2010;0,07;FLONA De Humaitã;Sim;UC;FLONA
2008;0,01;FLONA De Humaitã;Sim;UC;FLONA
2020;1,14;FLONA De Itacaiunas;Não;UC;FLONA
2019;0,53;FLONA De Itacaiunas;Não;UC;FLONA
2018;0,36;FLONA De Itacaiunas;Não;UC;FLONA
2017;0,5;FLONA De Itacaiunas;Não;UC;FLONA
2016;0,53;FLONA De Itacaiunas;Não;UC;FLONA
2015;0,18;FLONA De Itacaiunas;Não;UC;FLONA
2014;0,06;FLONA De Itacaiunas;Não;UC;FLONA
2013;0,31;FLONA De Itacaiunas;Não;UC;FLONA
2012;0,14;FLONA De Itacaiunas;Não;UC;FLONA
2011;0,07;FLONA De Itacaiunas;Não;UC;FLONA
2010;0,25;FLONA De Itacaiunas;Não;UC;FLONA
2009;1,92;FLONA De Itacaiunas;Não;UC;FLONA
2008;6,51;FLONA De Itacaiunas;Não;UC;FLONA
2020;1,32;FLONA De Itaituba I;Não;UC;FLONA
2019;1,34;FLONA De Itaituba I;Não;UC;FLONA
2018;0,14;FLONA De Itaituba I;Não;UC;FLONA
2017;0,46;FLONA De Itaituba I;Não;UC;FLONA
2016;0,48;FLONA De Itaituba I;Não;UC;FLONA
2015;0,43;FLONA De Itaituba I;Não;UC;FLONA
2014;0;FLONA De Itaituba I;Não;UC;FLONA
2013;0,36;FLONA De Itaituba I;Não;UC;FLONA
2020;13,33;FLONA De Itaituba Ii;Não;UC;FLONA
2019;11,71;FLONA De Itaituba Ii;Não;UC;FLONA
2018;15,02;FLONA De Itaituba Ii;Não;UC;FLONA
2017;9,72;FLONA De Itaituba Ii;Não;UC;FLONA
2016;3,82;FLONA De Itaituba Ii;Não;UC;FLONA
2015;2,92;FLONA De Itaituba Ii;Não;UC;FLONA
2014;2,8;FLONA De Itaituba Ii;Não;UC;FLONA
2013;4,21;FLONA De Itaituba Ii;Não;UC;FLONA
2012;8,05;FLONA De Itaituba Ii;Não;UC;FLONA
2011;4,37;FLONA De Itaituba Ii;Não;UC;FLONA
2010;1,66;FLONA De Itaituba Ii;Não;UC;FLONA
2009;1,56;FLONA De Itaituba Ii;Não;UC;FLONA
2008;4,97;FLONA De Itaituba Ii;Não;UC;FLONA
2020;0,97;FLONA De Jacundã;Não;UC;FLONA
2019;0,87;FLONA De Jacundã;Não;UC;FLONA
2018;0,03;FLONA De Jacundã;Não;UC;FLONA
2016;0,16;FLONA De Jacundã;Não;UC;FLONA
2014;0,06;FLONA De Jacundã;Não;UC;FLONA
2011;0,19;FLONA De Jacundã;Não;UC;FLONA
2008;1,44;FLONA De Jacundã;Não;UC;FLONA
2020;0,07;FLONA De Jatuarana;Não;UC;FLONA
2019;0,04;FLONA De Jatuarana;Não;UC;FLONA
2009;0,01;FLONA De Jatuarana;Não;UC;FLONA
2017;0,14;FLONA De Macauãƒ;Sim;UC;FLONA
2015;0,18;FLONA De Macauãƒ;Sim;UC;FLONA
2011;0,12;FLONA De Macauãƒ;Sim;UC;FLONA
2020;0,38;FLONA De Mapiã-Inauinã;Não;UC;FLONA
2019;0,22;FLONA De Mapiã-Inauinã;Não;UC;FLONA
2018;0,16;FLONA De Mapiã-Inauinã;Não;UC;FLONA
2017;0,07;FLONA De Mapiã-Inauinã;Não;UC;FLONA
2014;0;FLONA De Mapiã-Inauinã;Não;UC;FLONA
2020;0,17;FLONA De Mulata;Não;UC;FLONA
2019;0,33;FLONA De Mulata;Não;UC;FLONA
2017;0,02;FLONA De Mulata;Não;UC;FLONA
2016;0,04;FLONA De Mulata;Não;UC;FLONA
2014;0,09;FLONA De Mulata;Não;UC;FLONA
2013;0,02;FLONA De Mulata;Não;UC;FLONA
2012;0,07;FLONA De Mulata;Não;UC;FLONA
2011;0,22;FLONA De Mulata;Não;UC;FLONA
2010;0,13;FLONA De Mulata;Não;UC;FLONA
2008;0,74;FLONA De Mulata;Não;UC;FLONA
2020;0;FLONA De Pau-Rosa;Não;UC;FLONA
2019;0,06;FLONA De Pau-Rosa;Não;UC;FLONA
2017;0,13;FLONA De Pau-Rosa;Não;UC;FLONA
2014;0,07;FLONA De Pau-Rosa;Não;UC;FLONA
2013;0,02;FLONA De Pau-Rosa;Não;UC;FLONA
2011;0,25;FLONA De Pau-Rosa;Não;UC;FLONA
2010;0,56;FLONA De Pau-Rosa;Não;UC;FLONA
2009;0,18;FLONA De Pau-Rosa;Não;UC;FLONA
2008;0,58;FLONA De Pau-Rosa;Não;UC;FLONA
2020;0,7;FLONA De Purus;Não;UC;FLONA
2019;0,34;FLONA De Purus;Não;UC;FLONA
2018;0,66;FLONA De Purus;Não;UC;FLONA
2017;0,44;FLONA De Purus;Não;UC;FLONA
2016;0,08;FLONA De Purus;Não;UC;FLONA
2015;0,24;FLONA De Purus;Não;UC;FLONA
2014;0,63;FLONA De Purus;Não;UC;FLONA
2013;0,22;FLONA De Purus;Não;UC;FLONA
2012;0,07;FLONA De Purus;Não;UC;FLONA
2011;0,18;FLONA De Purus;Não;UC;FLONA
2010;0,05;FLONA De Purus;Não;UC;FLONA
2009;0,49;FLONA De Purus;Não;UC;FLONA
2008;0,07;FLONA De Purus;Não;UC;FLONA
2020;2,38;FLONA De Roraima;Não;UC;FLONA
2016;1,55;FLONA De Roraima;Não;UC;FLONA
2015;0,13;FLONA De Roraima;Não;UC;FLONA
2014;0,54;FLONA De Roraima;Não;UC;FLONA
2013;1,99;FLONA De Roraima;Não;UC;FLONA
2012;0,36;FLONA De Roraima;Não;UC;FLONA
2011;1,71;FLONA De Roraima;Não;UC;FLONA
2010;2,26;FLONA De Roraima;Não;UC;FLONA
2009;0,47;FLONA De Roraima;Não;UC;FLONA
2008;4,07;FLONA De Roraima;Não;UC;FLONA
2020;0,62;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2019;0,69;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2018;0,22;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2017;0,37;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2016;0,09;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2014;0,6;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2012;0,89;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2011;0,95;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2010;1,66;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2009;0,3;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2008;0,8;FLONA De Santa Rosa Do Purus;Não;UC;FLONA
2020;1,71;FLONA De Saracã-Taquera;Não;UC;FLONA
2019;4,47;FLONA De Saracã-Taquera;Não;UC;FLONA
2018;3,29;FLONA De Saracã-Taquera;Não;UC;FLONA
2017;3,12;FLONA De Saracã-Taquera;Não;UC;FLONA
2016;3,76;FLONA De Saracã-Taquera;Não;UC;FLONA
2015;4,96;FLONA De Saracã-Taquera;Não;UC;FLONA
2014;4,74;FLONA De Saracã-Taquera;Não;UC;FLONA
2013;3,3;FLONA De Saracã-Taquera;Não;UC;FLONA
2012;2,46;FLONA De Saracã-Taquera;Não;UC;FLONA
2011;4,09;FLONA De Saracã-Taquera;Não;UC;FLONA
2010;5,95;FLONA De Saracã-Taquera;Não;UC;FLONA
2009;4,37;FLONA De Saracã-Taquera;Não;UC;FLONA
2008;3,37;FLONA De Saracã-Taquera;Não;UC;FLONA
2020;0,06;FLONA De Tapajã“S;Não;UC;FLONA
2019;0,13;FLONA De Tapajã“S;Não;UC;FLONA
2018;0,13;FLONA De Tapajã“S;Não;UC;FLONA
2017;0,1;FLONA De Tapajã“S;Não;UC;FLONA
2016;0,13;FLONA De Tapajã“S;Não;UC;FLONA
2015;0,18;FLONA De Tapajã“S;Não;UC;FLONA
2014;0,21;FLONA De Tapajã“S;Não;UC;FLONA
2013;0,16;FLONA De Tapajã“S;Não;UC;FLONA
2012;0,07;FLONA De Tapajã“S;Não;UC;FLONA
2011;0,39;FLONA De Tapajã“S;Não;UC;FLONA
2010;0,94;FLONA De Tapajã“S;Não;UC;FLONA
2009;1,11;FLONA De Tapajã“S;Não;UC;FLONA
2008;1,2;FLONA De Tapajã“S;Não;UC;FLONA
2020;1,74;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2019;3,26;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2018;1,58;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2017;1,77;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2016;1,31;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2015;1,9;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2014;1,28;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2013;1;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2012;0,03;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2011;0,53;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2010;0,92;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2009;7,8;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2008;3,1;FLONA De Tapirapã‰-Aquiri;Não;UC;FLONA
2019;1,83;FLONA De Tefã‰;Não;UC;FLONA
2018;2,97;FLONA De Tefã‰;Não;UC;FLONA
2017;2,63;FLONA De Tefã‰;Não;UC;FLONA
2016;2,92;FLONA De Tefã‰;Não;UC;FLONA
2015;0,56;FLONA De Tefã‰;Não;UC;FLONA
2014;5,68;FLONA De Tefã‰;Não;UC;FLONA
2013;0,56;FLONA De Tefã‰;Não;UC;FLONA
2012;0,06;FLONA De Tefã‰;Não;UC;FLONA
2011;1,29;FLONA De Tefã‰;Não;UC;FLONA
2010;6,39;FLONA De Tefã‰;Não;UC;FLONA
2009;2,99;FLONA De Tefã‰;Não;UC;FLONA
2008;5,83;FLONA De Tefã‰;Não;UC;FLONA
2020;1,35;FLONA De Urupadi;Não;UC;FLONA
2019;1;FLONA De Urupadi;Não;UC;FLONA
2018;1,55;FLONA De Urupadi;Não;UC;FLONA
2017;0,78;FLONA De Urupadi;Não;UC;FLONA
2016;0,23;FLONA De Urupadi;Não;UC;FLONA
2015;0,55;FLONA De Urupadi;Não;UC;FLONA
2014;4,6;FLONA De Urupadi;Não;UC;FLONA
2013;0,06;FLONA De Urupadi;Não;UC;FLONA
2012;0,1;FLONA De Urupadi;Não;UC;FLONA
2011;0,21;FLONA De Urupadi;Não;UC;FLONA
2010;0,08;FLONA De Urupadi;Não;UC;FLONA
2020;8,51;FLONA Do Amanã;Não;UC;FLONA
2020;0,15;FLONA Do Amanã;Não;UC;FLONA
2019;8,71;FLONA Do Amanã;Não;UC;FLONA
2019;0,36;FLONA Do Amanã;Não;UC;FLONA
2018;7,8;FLONA Do Amanã;Não;UC;FLONA
2017;5,94;FLONA Do Amanã;Não;UC;FLONA
2016;4,53;FLONA Do Amanã;Não;UC;FLONA
2015;2,15;FLONA Do Amanã;Não;UC;FLONA
2014;3,02;FLONA Do Amanã;Não;UC;FLONA
2013;0,95;FLONA Do Amanã;Não;UC;FLONA
2013;0,06;FLONA Do Amanã;Não;UC;FLONA
2012;2,47;FLONA Do Amanã;Não;UC;FLONA
2011;1,54;FLONA Do Amanã;Não;UC;FLONA
2010;0,62;FLONA Do Amanã;Não;UC;FLONA
2009;2,43;FLONA Do Amanã;Não;UC;FLONA
2008;0,28;FLONA Do Amanã;Não;UC;FLONA
2020;0,24;FLONA Do Amazonas;Não;UC;FLONA
2019;6,48;FLONA Do Amazonas;Não;UC;FLONA
2018;0,19;FLONA Do Amazonas;Não;UC;FLONA
2017;0,07;FLONA Do Amazonas;Não;UC;FLONA
2016;0,29;FLONA Do Amazonas;Não;UC;FLONA
2015;0,26;FLONA Do Amazonas;Não;UC;FLONA
2014;0,19;FLONA Do Amazonas;Não;UC;FLONA
2012;0,41;FLONA Do Amazonas;Não;UC;FLONA
2011;0,08;FLONA Do Amazonas;Não;UC;FLONA
2010;0,15;FLONA Do Amazonas;Não;UC;FLONA
2008;0,59;FLONA Do Amazonas;Não;UC;FLONA
2020;1,04;FLONA Do Aripuanãƒ;Não;UC;FLONA
2019;7,3;FLONA Do Aripuanãƒ;Não;UC;FLONA
2018;2,08;FLONA Do Aripuanãƒ;Não;UC;FLONA
2017;1,97;FLONA Do Aripuanãƒ;Não;UC;FLONA
2016;0,38;FLONA Do Aripuanãƒ;Não;UC;FLONA
2015;0,31;FLONA Do Aripuanãƒ;Não;UC;FLONA
2014;0,19;FLONA Do Aripuanãƒ;Não;UC;FLONA
2013;0,67;FLONA Do Aripuanãƒ;Não;UC;FLONA
2012;0,16;FLONA Do Aripuanãƒ;Não;UC;FLONA
2011;0,53;FLONA Do Aripuanãƒ;Não;UC;FLONA
2009;0,39;FLONA Do Aripuanãƒ;Não;UC;FLONA
2008;0,07;FLONA Do Aripuanãƒ;Não;UC;FLONA
2020;2,98;FLONA Do Crepori;Não;UC;FLONA
2019;3,29;FLONA Do Crepori;Não;UC;FLONA
2018;2,08;FLONA Do Crepori;Não;UC;FLONA
2017;2,18;FLONA Do Crepori;Não;UC;FLONA
2016;1,62;FLONA Do Crepori;Não;UC;FLONA
2015;0,74;FLONA Do Crepori;Não;UC;FLONA
2014;0,13;FLONA Do Crepori;Não;UC;FLONA
2013;0,08;FLONA Do Crepori;Não;UC;FLONA
2012;0,07;FLONA Do Crepori;Não;UC;FLONA
2011;0,13;FLONA Do Crepori;Não;UC;FLONA
2010;0,34;FLONA Do Crepori;Não;UC;FLONA
2009;0,73;FLONA Do Crepori;Não;UC;FLONA
2008;0,27;FLONA Do Crepori;Não;UC;FLONA
2020;0,44;FLONA Do Iquiri;Não;UC;FLONA
2019;0,99;FLONA Do Iquiri;Não;UC;FLONA
2018;0,61;FLONA Do Iquiri;Não;UC;FLONA
2017;0,22;FLONA Do Iquiri;Não;UC;FLONA
2016;0,49;FLONA Do Iquiri;Não;UC;FLONA
2015;0,75;FLONA Do Iquiri;Não;UC;FLONA
2014;0,09;FLONA Do Iquiri;Não;UC;FLONA
2013;1,34;FLONA Do Iquiri;Não;UC;FLONA
2012;0,57;FLONA Do Iquiri;Não;UC;FLONA
2011;3,04;FLONA Do Iquiri;Não;UC;FLONA
2010;0,54;FLONA Do Iquiri;Não;UC;FLONA
2009;2,81;FLONA Do Iquiri;Não;UC;FLONA
2008;5,62;FLONA Do Iquiri;Não;UC;FLONA
2020;122,32;FLONA Do Jamanxim;Não;UC;FLONA
2019;100,81;FLONA Do Jamanxim;Não;UC;FLONA
2018;72,94;FLONA Do Jamanxim;Não;UC;FLONA
2017;25,09;FLONA Do Jamanxim;Não;UC;FLONA
2016;73,06;FLONA Do Jamanxim;Não;UC;FLONA
2015;92,52;FLONA Do Jamanxim;Não;UC;FLONA
2014;49,42;FLONA Do Jamanxim;Não;UC;FLONA
